state_ut,district_name,intervention,rank,ev_score,expected_access_gain,est_cost_tier,confidence,p_addresses_need,p_wrong,benefit,trigger_signals,rationale,not_recommended_flag,not_recommended_reason
Assam,Nagaon,Community health worker outreach,2,0.1026,16.0,Medium,Low,0.525,0.66,0.727,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: medium, small observed sample (6 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (10-70%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Assam,Nagaon,PM-JAY / insurance enrollment support,3,0.1022,12.9,Low,Low,0.473,0.66,0.653,"hh_health_insurance_pct=59% | planning_category=mixed_or_monitor | fragility: district uncertainty: medium, small observed sample (6 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (10-70%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Assam,Nagaon,Mobile primary care clinic,4,0.0768,27.0,High,Low,0.67,0.66,0.962,"planning_category=mixed_or_monitor | trustworthy_supply_rate=33% | capacity_observed_rate=0% | fragility: district uncertainty: medium, small observed sample (6 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (10-70%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Assam,Nagaon,Pharmacy-based chronic care screening,5,-0.0301,9.2,Low-Medium,Low,0.421,0.66,0.524,"high_bp_pct=17% | high_blood_sugar_pct=19% | ncd_signal_rate=17% | diagnostic_signal_rate=50% | fragility: district uncertainty: medium, small observed sample (6 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (10-70%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Assam,Nagaon,OB referral network + prenatal telehealth & transport,6,-0.1074,13.5,Medium-High,Low,0.499,0.66,0.647,"institutional_birth_5y_pct=84% | anaemia_w15_49_pct=61% | maternity_signal_rate=33% | fragility: district uncertainty: medium, small observed sample (6 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (10-70%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Assam,Nagaon,Telehealth-first program,7,-0.0172,11.1,Low,Low,0.347,0.81,0.857,"trustworthy_supply_rate=33% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium, small observed sample (6 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (10-70%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Andhra Pradesh,Prakasam,Verify-first data / records campaign,1,0.2012,14.5,Low,Medium,0.502,0.46,0.599,"planning_category=mixed_or_monitor | needs_human_review_rate=83% | critical_supply_gap_rate=67% | fragility: district uncertainty: medium, small observed sample (6 rows), wide supply CI (19-81%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Andhra Pradesh,Prakasam,PM-JAY / insurance enrollment support,2,0.0751,12.1,Low,Medium,0.428,0.46,0.589,"hh_health_insurance_pct=68% | planning_category=mixed_or_monitor | fragility: district uncertainty: medium, small observed sample (6 rows), wide supply CI (19-81%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Andhra Pradesh,Prakasam,Community health worker outreach,3,0.0734,15.5,Medium,Medium,0.487,0.46,0.661,"needs_human_review_rate=83% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: medium, small observed sample (6 rows), wide supply CI (19-81%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Andhra Pradesh,Prakasam,Pharmacy-based chronic care screening,4,0.0601,13.2,Low-Medium,Medium,0.464,0.46,0.592,"high_bp_pct=30% | high_blood_sugar_pct=27% | ncd_signal_rate=50% | diagnostic_signal_rate=50% | fragility: district uncertainty: medium, small observed sample (6 rows), wide supply CI (19-81%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Andhra Pradesh,Prakasam,Mobile primary care clinic,5,-0.0466,21.6,High,Medium,0.577,0.46,0.779,"planning_category=mixed_or_monitor | trustworthy_supply_rate=50% | capacity_observed_rate=33% | observed_capacity_median=200 | fragility: district uncertainty: medium, small observed sample (6 rows), wide supply CI (19-81%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Andhra Pradesh,Prakasam,OB referral network + prenatal telehealth & transport,6,-0.1638,10.2,Medium-High,Medium,0.414,0.46,0.513,"institutional_birth_5y_pct=97% | anaemia_w15_49_pct=60% | maternity_signal_rate=83% | fragility: district uncertainty: medium, small observed sample (6 rows), wide supply CI (19-81%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Andhra Pradesh,Prakasam,Telehealth-first program,7,-0.0448,9.6,Low,Low,0.305,0.61,0.726,"trustworthy_supply_rate=50% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium, small observed sample (6 rows), wide supply CI (19-81%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Punjab,Kapurthala,Verify-first data / records campaign,1,0.7131,42.4,Low,Medium,0.827,0.31,0.972,"planning_category=phantom_desert_or_verification_gap | needs_human_review_rate=82% | critical_supply_gap_rate=64% | fragility: district uncertainty: medium, wide supply CI (28-79%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Punjab,Kapurthala,PM-JAY / insurance enrollment support,2,0.55,37.2,Low,Medium,0.686,0.31,1.027,"hh_health_insurance_pct=21% | planning_category=phantom_desert_or_verification_gap | fragility: district uncertainty: medium, wide supply CI (28-79%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Punjab,Kapurthala,Community health worker outreach,3,0.1412,19.4,Medium,Medium,0.5,0.31,0.735,"needs_human_review_rate=82% | contact_evidence_rate=91% | source_url_rate=100% | fragility: district uncertainty: medium, wide supply CI (28-79%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Punjab,Kapurthala,Pharmacy-based chronic care screening,4,0.0697,13.6,Low-Medium,Medium,0.437,0.31,0.59,"high_bp_pct=34% | high_blood_sugar_pct=16% | ncd_signal_rate=18% | diagnostic_signal_rate=64% | fragility: district uncertainty: medium, wide supply CI (28-79%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Punjab,Kapurthala,Mobile primary care clinic,5,0.0383,25.3,High,Medium,0.575,0.31,0.834,"planning_category=phantom_desert_or_verification_gap | trustworthy_supply_rate=55% | capacity_observed_rate=27% | observed_capacity_median=50 | fragility: district uncertainty: medium, wide supply CI (28-79%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Punjab,Kapurthala,OB referral network + prenatal telehealth & transport,6,-0.0977,12.6,Medium-High,Medium,0.422,0.31,0.565,"institutional_birth_5y_pct=95% | anaemia_w15_49_pct=55% | maternity_signal_rate=73% | fragility: district uncertainty: medium, wide supply CI (28-79%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Punjab,Kapurthala,Telehealth-first program,7,-0.0124,10.5,Low,Low,0.294,0.46,0.742,"trustworthy_supply_rate=55% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium, wide supply CI (28-79%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Uttarakhand,Udham Singh Nagar,Verify-first data / records campaign,1,0.8908,43.1,Low,Low,0.905,0.62,1.105,"planning_category=phantom_desert_or_verification_gap | needs_human_review_rate=100% | critical_supply_gap_rate=80% | fragility: district uncertainty: higher, high needs-review rate (100%), high critical-supply-gap rate (80%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Uttarakhand,Udham Singh Nagar,Mobile primary care clinic,2,0.2108,32.9,High,Low,0.702,0.62,1.088,"planning_category=phantom_desert_or_verification_gap | trustworthy_supply_rate=0% | capacity_observed_rate=30% | observed_capacity_median=116 | fragility: district uncertainty: higher, high needs-review rate (100%), high critical-supply-gap rate (80%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Uttarakhand,Udham Singh Nagar,Community health worker outreach,3,0.1324,17.5,Medium,Low,0.525,0.62,0.772,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, high needs-review rate (100%), high critical-supply-gap rate (80%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Uttarakhand,Udham Singh Nagar,PM-JAY / insurance enrollment support,4,0.1306,14.3,Low,Low,0.476,0.62,0.697,"hh_health_insurance_pct=59% | planning_category=phantom_desert_or_verification_gap | fragility: district uncertainty: higher, high needs-review rate (100%), high critical-supply-gap rate (80%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Uttarakhand,Udham Singh Nagar,Pharmacy-based chronic care screening,5,-0.0043,10.3,Low-Medium,Low,0.425,0.62,0.564,"high_bp_pct=26% | high_blood_sugar_pct=16% | ncd_signal_rate=60% | diagnostic_signal_rate=60% | fragility: district uncertainty: higher, high needs-review rate (100%), high critical-supply-gap rate (80%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
